StationUID,StationID,AuthorityID,BikesCapacity,ServiceType,SrcUpdateTime,UpdateTime,sna,StationName_En,longitude,latitude,GeoHash,StationAddress_Zh_tw,StationAddress_En
TPE500104012,500104012,TPE,26,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_天母棒球場,YouBike2.0_Taipei Tianmu Baseball Stadium,121.53195,25.11341,wsqqvebb5,忠誠路二段122號(對面),"No. 122, Sec. 2, Zhongcheng Rd. (Opposite)"
TPE500104013,500104013,TPE,15,2,2025-05-27T10:39:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_天母北天玉街口,YouBike2.0_Tianmu N. Rd. & Tianyu St. Intersection,121.52652,25.12011,wsqqvkuzj,天母北路33號(前),"No. 33, Tianmu N. Rd."
TPE500104014,500104014,TPE,56,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_蘭興公園,YouBike2.0_Lanxing Park,121.52589,25.11184,wsqqv7krn,中山北路六段/士東路(西北側),"Sec. 6, Zhongshan N. Rd. & Shidong Rd. Intersection (Northwest)"
TPE500104015,500104015,TPE,14,2,2025-05-27T10:42:15+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_明勝公園,YouBike2.0_Mingsheng Park,121.51895,25.08009,wsqqtjxqh,承德路4段6巷71號(對面),"No. 71, Ln. 6, Sec.4, Chengde Rd. (Opposite)"
TPE500104016,500104016,TPE,23,2,2025-05-27T10:44:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_劍潭海外青年活動中心,YouBike2.0_Chientan Youth Activity Center,121.52426,25.07994,wsqqtmem0,中山北路4段/通河街口,"Sec. 4, Zhongshan N. Rd. & Tonghe St. Intersection"
TPE500104018,500104018,TPE,11,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_忠誠路一段173巷口,"YouBike2.0_No. 173, Sec. 1, Zhongcheng Rd. Intersection",121.5304,25.10813,wsqqv6z9r,忠誠路一段177號(前),"No. 177, Sec. 1, Zhongcheng Rd."
TPE500104019,500104019,TPE,21,2,2025-05-27T10:31:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_雨農國小,YouBike2.0_Yunong Elementary School,121.5295,25.1054,wsqqv6r1d,忠義街6號對側,"No. 127, Sec. 1, Zhongcheng Rd."
TPE500104020,500104020,TPE,25,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_忠誠公園,YouBike2.0_Zhongcheng Park,121.52593,25.10399,wsqqv6h3r,忠誠路一段18號(對面),"No. 18, Sec. 1, Zhongcheng Rd."
TPE500104021,500104021,TPE,41,2,2025-05-27T10:43:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_芝山抽水站,YouBike2.0_Zhishan Pumping Plant,121.52832,25.10155,wsqqv3w5p,至誠路二段47-49號(前),"No. 47, Sec. 2, Zhicheng Rd."
TPE500104022,500104022,TPE,21,2,2025-05-27T10:21:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_至誠路一段305巷口,"YouBike2.0_Ln. 305, Sec. 1, Zhicheng Rd. Intersection",121.53083,25.10186,wsqqv98hc,至誠路一段303號(對面),"No. 303, Sec. 1, Zhicheng Rd."
TPE500104023,500104023,TPE,32,2,2025-05-27T10:43:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_華齡公園,YouBike2.0_Hualing Park,121.52069,25.08302,wsqqtq0xj,劍潭路76號(對面),"No. 76, Jiantan Rd. (Opposite)"
TPE500104024,500104024,TPE,18,2,2025-05-27T10:28:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_前港公園(福德宮),YouBike2.0_Qiangang Park(Fude Temple),121.52096,25.08671,wsqqtqbue,後港街134巷/後港街口,"Ln. 134, Hougang/Hougang St. Intersection"
TPE500104025,500104025,TPE,12,2,2025-05-27T10:36:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_華齡街185巷口,"YouBike2.0_Ln. 185, Hualing St.",121.51985,25.08828,wsqqtr0jc,華齡街188號(前),"No. 188, Hualing St."
TPE500104026,500104026,TPE,27,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_前港公園(前港街),YouBike2.0_Qiangang Park (Qiangang St),121.52125,25.0848,wsqqtq91d,前港街48號(對面),"No. 48, Qiangang St. (Opposite)"
TPE500104027,500104027,TPE,27,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_百齡高中,YouBike2.0_Bailing High School,121.52272,25.08736,wsqqtr40k,承德路四段179巷/承德路4段口,"Ln. 179, Sec. 4, Chengde Rd. Intersection"
TPE500104028,500104028,TPE,21,2,2025-05-27T10:39:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運芝山站(2號出口),YouBike2.0_MRT Zhishan Station,121.52219,25.10364,wsqqv3cz2,福華路151號(對面),"No. 151, Fuhua Rd. (Opposite)"
TPE500104029,500104029,TPE,25,2,2025-05-27T10:44:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_臺灣戲曲中心,YouBike2.0_Taiwan Traditional Theatre Center,121.51979,25.10208,wsqqv38n0,文林路751號(南側),"No. 751, Wenlin Rd. (South)"
TPE500104030,500104030,TPE,49,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運劍潭站(2號出口),YouBike2.0_MRT Jianta Station,121.52535,25.08388,wsqqtqkh1,基河路18號(對面),"No.18, Jihe Rd. (Opposite)"
TPE500104031,500104031,TPE,66,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_劍潭基河路口,YouBike2.0_Jiantan Rd & Jihe Rd Intersection,121.5249,25.08403,wsqqtq7tp,劍潭路基河路口(捷運站橋下空間),Jiantan Rd. & Jihe Rd. Intersection
TPE500104032,500104032,TPE,23,2,2025-04-14T05:24:15+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_志成公園,YouBike2.0_Zhicheng Park,121.53206,25.09667,wsqqv88yw,中正路/雨農路口(西北側),Jhongjheng Rd & Yunong Rd. Intersection (Northwest)
TPE500104033,500104033,TPE,14,2,2025-05-27T10:21:19+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_福林國小,YouBike2.0_Fu-Lin Elementary School,121.53025,25.09896,wsqqv3psh,福志路50號(對面),"No. 50, Fuzhi Rd. (Opposite)"
TPE500104034,500104034,TPE,19,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_中山中正路口,"YouBike2.0_Sec. 5, Jhongshan N. Rd & Jhongjheng Rd Intersection",121.52753,25.09651,wsqqv2ttu,中山北路五段609號(前),"No. 609, Sec. 5, Jhongshan N. Rd."
TPE500104035,500104035,TPE,30,2,2025-05-27T10:31:22+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_士林運動中心,YouBike2.0_Shihlin Sport Center,121.52154,25.08911,wsqqtr369,士商路1號(前),"No. 1, Shishang Rd."
TPE500104036,500104036,TPE,36,2,2025-05-27T10:32:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_陽明高中,YouBike2.0_Yangming High School,121.51706,25.09164,wsqqtpy12,中正路510號(前),"No. 510, Zhongzheng Rd."
TPE500104037,500104037,TPE,23,2,2025-05-27T10:22:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_兒童新樂園,YouBike2.0_Taipei Children's Amusement Park,121.51449,25.09631,wsqqv0shs,承德路五段55號(旁公車亭),"No. 55, Sec. 5, Chengde Rd."
TPE500104038,500104038,TPE,50,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_臺北市立天文館,YouBike2.0_Taipei Astronomical Museum,121.51776,25.09598,wsqqv0wd9,基河路363號(前),"No. 363, Jihe Rd."
TPE500104039,500104039,TPE,35,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_華聲公園,YouBike2.0_Huasheng Park,121.5223,25.09619,wsqqv29gf,華聲街17號(南側路側),"No. 17, Huasheng St. (South)"
TPE500104040,500104040,TPE,25,2,2025-05-27T10:41:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_福林公園,YouBike2.0_Fulin Park,121.52833,25.09419,wsqqv2q0r,福林路/中山北路五段(東北側),"Sec. 5, Zhongshan N. Rd. (Northwest)"
TPE500104041,500104041,TPE,30,2,2025-05-19T02:00:17+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運士林站(2號出口),YouBike2.0_MRT Shilin Station (Exit 2),121.52642,25.09343,wsqqv2hgf,中山北路五段505巷44弄2號(對面),"No. 2, Aly. 44, Ln. 505, Sec. 5, Zhongshan N. Rd. (Opposite)"
TPE500104042,500104042,TPE,26,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_銘傳大學,YouBike2.0_Ming Chuan University Taipei Campus,121.52677,25.08771,wsqqtrj4d,中山北路五段250號(銘傳大學對側),"No. 250, Sec. 5, Zhongshan N. Rd."
TPE500104043,500104043,TPE,26,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_士林高商,YouBike2.0_Shilin High School of Commerce,121.51702,25.09435,wsqqv0mcp,士商路150號(校門旁),"No. 150, Shishang Rd."
TPE500104044,500104044,TPE,38,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_蘭雅公園,YouBike2.0_Lanya Park,121.53039,25.10991,wsqqv7pez,忠誠路二段/忠誠路二段40巷(西南側),"Ln. 40, Sec. 2, Zhongcheng Rd. Intersection (Southwest)"
TPE500104045,500104045,TPE,25,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_聯合醫院陽明院區,YouBike2.0_Taipei City Hospital Yangming Branch,121.53195,25.10455,wsqqvd0ue,雨聲街105號(南側),"No. 105, Yusheng St. (South)"
TPE500104046,500104046,TPE,35,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運芝山站(1號出口),YouBike2.0_MRT Zhishan Sta. (Exit 1),121.52286,25.10225,wsqqv3dpp,福華路114號(對面),"No. 114, Fuhua Rd. (Opposite)"
TPE500104047,500104047,TPE,20,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_至誠公園,YouBike2.0_Zhicheng Park,121.53585,25.10143,wsqqv9edq,至誠路一段80號(對面),"No. 80, Sec. 1, Zhicheng Rd. (Opposite)"
TPE500104048,500104048,TPE,21,2,2025-05-27T10:14:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_原住民文化主題公園,YouBike2.0_Indigenous People's Park,121.55159,25.10113,wsqqvcx0t,至善路二段280號(對面),"No. 280, Sec. 2, Zhishan Rd. (Opposite)"
TPE500104049,500104049,TPE,15,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_通河東街2段10巷口,"YouBike2.0_Ln. 10, Sec. 2, Tonghe E. St. Intersection",121.51502,25.09106,wsqqtpsw1,通河東街2段5號(對面),"No. 5, Sec. 2, Tonghe E. St. (Opposite)"
TPE500104050,500104050,TPE,25,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_梅林新村,YouBike2.0_Meilin New Village,121.54036,25.09755,wsqqv8ygz,至善路一段/至善路一段138巷(北側),"Sec. 1, Zhishan Rd & Ln. 138, Sec. 1, Zhishan Rd (North)"
TPE500104051,500104051,TPE,30,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_延平北中正路口,YouBike2.0_Yanping N. Rd & Zhongzheng Rd Intersection,121.50948,25.08678,wsqqtnbt0,中正路613號(對面),"No. 403, Zhongzheng Rd"
TPE500104052,500104052,TPE,13,2,2025-05-27T10:41:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_重慶北路四段190巷口,"YouBike2.0_Ln. 190, Sec. 4, Chongqing N. Rd Intersection",121.51166,25.08505,wsqqtnd54,重慶北路四段198號(前),"No. 198, Sec. 4, Chongqing N. Rd"
TPE500104053,500104053,TPE,15,2,2025-05-27T10:32:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_重慶北葫東街口,"YouBike2.0_Sec. 4, Chongqing N. Rd.& Hudong St Intersection",121.51169,25.08393,wsqqtn6h7,重慶北路四段177號(前),"No. 177, Sec. 4, Chongqing N. Rd."
TPE500104054,500104054,TPE,30,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_葫蘆國小,YouBike2.0_Hulu Elementary School,121.5075,25.08254,wsqqsyph3,環河北路三段/葫蘆街(東北側),"Sec. 3, Huanhe N. Rd & Hulu St. (Northeast)"
TPE500104055,500104055,TPE,38,2,2025-05-27T10:41:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_士林3號廣場,YouBike2.0_Shilin Plaza,121.52417,25.10459,wsqqv65hy,中山北路六段81號(旁),"No. 81, Sec 6, Zhongshan N. Rd."
TPE500104056,500104056,TPE,15,2,2025-05-27T10:31:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社正公園,YouBike2.0_Shezheng Park,121.51054,25.08824,wsqqtp1m8,社中街39號(對面),"No. 39, Shezhong St. (Opposite)"
TPE500104057,500104057,TPE,15,2,2024-11-01T03:49:15+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社子國小,YouBike2.0_Shezi Elementary School,121.50142,25.09058,wsqqszdeh,社中街476號(對面),"No. 476, Shezhong St. (Opposite)"
TPE500104058,500104058,TPE,24,2,2025-05-27T10:25:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社中街384巷口,"YouBike2.0_Ln. 384, Shezhong St Intersection",121.50376,25.09346,wsqqubh7f,通河西街二段194號(對面),"No. 194, Sec. 2, Tonghe W. St. (Opposite)"
TPE500104059,500104059,TPE,15,2,2025-05-27T10:31:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_忠誠路一段138號,"YouBike2.0_No. 138, Sec. 1, Zhongcheng Rd",121.52944,25.10641,wsqqv6rp3,忠誠路一段138號(斜前方),"No. 138, Sec. 1, Zhongcheng Rd. (Diagonally across)"
TPE500104060,500104060,TPE,31,2,2025-05-27T10:31:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社子公園,YouBike2.0_Shezi Park,121.50622,25.0902,wsqqszw1h,永平街20巷37弄/永平街20巷11弄(社子公園南側),"Aly. 37, Ln. 20, Yongping St & Aly. 11, Ln. 20, Yongping St Intersection."
TPE500104061,500104061,TPE,17,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_國立故宮博物院,YouBike2.0_National Palace Museum,121.54788,25.09833,wsqqvch2q,力行街8號(對面),"No. 8, Lixing St. (Opposite)"
TPE500104062,500104062,TPE,23,2,2025-05-27T10:43:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_泰北高中,YouBike2.0_Taibei High School,121.53402,25.09763,wsqqv8fk7,福林路240號(前),"No. 240, Fulin Rd."
TPE500104063,500104063,TPE,15,2,2025-05-27T10:36:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_後港公園,YouBike2.0_Hougang Park,121.51419,25.09312,wsqqv05fj,通河東街二段26號(旁公園),"No. 26, Sec. 2, Tonghe E. St. (Side)"
TPE500104064,500104064,TPE,24,2,2025-05-27T10:44:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_重慶北路四段117號,"YouBike2.0_No. 117, Sec. 4, Chongqing N. Rd",121.51219,25.08279,wsqqtn4mz,重慶北路四段117號(前),"No. 117, Sec. 4, Chongqing N. Rd."
TPE500104065,500104065,TPE,22,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社子島島頭公園,YouBike2.0_Daotou Park,121.46639,25.10893,wsqqu4cnh,延平北路九段323號(後方堤外),"No. 323, Sec. 9, Yanping N. Rd. (Back)"
TPE500104066,500104066,TPE,22,2,2025-05-27T10:30:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_延平北路八段133巷口,"YouBike2.0_Ln. 133, Sec. 8, Yanping N. Rd Intersection",121.48297,25.10304,wsqqu3v5y,延平北路八段133巷42號(對面),"No. 67, Ln. 133, Sec. 8, Yanping N. Rd Intersection. (Opposite)"
TPE500104067,500104067,TPE,14,2,2025-05-27T08:01:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_坤天亭,YouBike2.0_Kuntian Temple,121.4836,25.1064,wsqqu6mxm,延平北路八段96巷15號(前),"No. 15, Ln. 96, Sec. 8, Yanping N. Rd."
TPE500104068,500104068,TPE,15,2,2025-05-27T09:26:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社子島濕地解說小築,YouBike2.0_Shezidao Wetlands Service Center,121.48974,25.11314,wsqquedns,社子島濕地解說小築,Shezidao Wetlands Service Center
TPE500104069,500104069,TPE,25,2,2025-05-27T10:19:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_福安國中,YouBike2.0_Fu'an Junior High School,121.48819,25.10261,wsqqu9c12,延平北路七段250號(前),"No. 250, Sec. 7, Yanping N. Rd."
TPE500104070,500104070,TPE,20,2,2025-05-27T10:06:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_福安消防分隊,YouBike2.0_Taipei City Fire Department of Fuan Station,121.49706,25.09669,wsqqu8xqy,延平北路七段42之7號(對面),"No. 42-7, Sec. 7, Yanping N. Rd. (Opposite)"
TPE500104071,500104071,TPE,15,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_聖山綠地,YouBike2.0_Shengshan Greens,121.53234,25.10696,wsqqvd94s,忠義街94號(旁),"No. 94, Zhongyi St."
TPE500104072,500104072,TPE,38,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_芝山國小,YouBike2.0_Zhishan Elementary School,121.53595,25.11044,wsqqve5yb,德行東路285號(德行東路283巷側人行道),"No. 285, Dexing E. Rd. (Ln. 283, Dexing E. Rd)"
TPE500104073,500104073,TPE,29,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_士林新天地,YouBike2.0_Shilin New Village,121.51751,25.08899,wsqqtpq3g,大南路325號前方,"No.325, Danan Rd."
TPE500104074,500104074,TPE,30,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_蘭雅國小,YouBike2.0_Lanya Elementary School,121.52312,25.10775,wsqqv6drj,礦溪街與中山北路六段195巷口,"Huangsi St. & Ln. 195, Sec. 6, Jhongshan N. Rd. Intersection"
TPE500104075,500104075,TPE,37,2,2025-05-27T10:44:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_中正基河路口,YouBike2.0_Jhongjheng Rd. & Jihe Rd. Intersection,121.51962,25.0933,wsqqv0pgh,中正路420號前,"No. 420, Jhongjheng Rd."
TPE500104076,500104076,TPE,45,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_福林公園(中正路),YouBike2.0_Fulin Park (Jhongjheng Rd.),121.53006,25.09609,wsqqv2x7r,中正路/志成街口(南側),Jhongjheng Rd. & Jhihcheng St. Intersection (South)
TPE500104077,500104077,TPE,48,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_至善臨溪路口,YouBike2.0_Jhihshan Rd. & Linsi Rd. Intersection,121.54229,25.09709,wsqqvbb3h,至善路一段/臨溪路(西南側),"Sec. 1, Jhihshan Rd. & Linsi Rd. Intersection (Southwest)"
TPE500104078,500104078,TPE,13,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_市立圖書館葫蘆堵分館,YouBike2.0_Taipei Public Library Huludu Branch,121.51074,25.08217,wsqqtn16j,延平北路五段136巷1號前,"No. 1, Ln. 136, Sec. 5, Yanping N. Rd."
TPE500104079,500104079,TPE,16,2,2025-05-27T10:36:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_東山路110巷口,"YouBike2.0_Ln. 110, Dongshan Rd.",121.53945,25.11306,wsqqvewq4,東山路114號對側,"No. 114, Dongshan Rd. (Opposite)"
TPE500104080,500104080,TPE,15,2,2025-05-27T10:10:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_永平社會住宅,YouBike2.0_Yongping Social Housing,121.50314,25.08887,wsqqsz7ck,環河北路三段261巷2號,"No. 2, Ln. 261, Sec. 3, Huanhe N. Rd."
TPE500104081,500104081,TPE,16,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_雨農橋,YouBike2.0_Yunong Bridge,121.53253,25.10012,wsqqv936c,福志路14巷42號(對面),"No. 42, Ln. 14, Fuzhi Rd. (Opposite)"
TPE500104082,500104082,TPE,14,2,2025-05-27T10:41:15+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_通河街76巷/承德路四段10巷口,"YouBike2.0_Ln. 76, Tonghe St. & Ln. 10, Sec. 4, Chengde Rd. Intersection",121.5202,25.08019,wsqqtm8q9,承德路四段10巷37號(旁),"No. 37, Ln. 10, Sec. 4, Chengde Rd."
TPE500104083,500104083,TPE,25,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_芝山聖佑宮,YouBike2.0_Zhishan Shengyou Temple,121.53025,25.10455,wsqqv6pss,雨聲街90號旁,"No. 90, Yusheng St."
TPE500104084,500104084,TPE,9,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_至誠雨聲街口,YouBike2.0_Zhicheng Rd. & Yusheng St. Intersection,121.52927,25.10199,wsqqv3wvt,至誠路二段與雨聲街口東北側,"Sec. 2, Zhicheng Rd. & Yusheng St. Intersection (Northeast)"
TPE500104085,500104085,TPE,28,2,2025-05-27T10:47:17+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運線型公園(後街),YouBike2.0_MRT Linear Park (Hou St.),121.52449,25.09812,wsqqv2grj,後街15號旁,"No. 15, Hou St."
TPE500104086,500104086,TPE,12,2,2025-05-27T10:39:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_天母公園,YouBike2.0_Tianmu Park,121.53003,25.12408,wsqqvmxqq,中山北路七段141巷30號對側,"No. 30, Ln. 141, Sec. 7, Zhongshan N. Rd. (Opposite)"
TPE500104087,500104087,TPE,50,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_基河文林路口,YouBike2.0_Jihe Rd. & Wenlin Rd. Intersection,121.5247,25.08637,wsqqtqgdd,基河路3-1號對側人行道,"No. 3-1, Jihe Rd. (Opposite)"
TPE500104088,500104088,TPE,19,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_文林福華路口,YouBike2.0_Wenlin Rd. & Fude Rd. Intersection,121.52243,25.10094,wsqqv33zt,文林路 / 福華路口(東側),Wenlin Rd. & Fude Rd. Intersection (East)
TPE500104089,500104089,TPE,39,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_劍潭海外青年活動中心_1,YouBike2.0_Chientan Overseas Youth Activity Center_1,121.5237,25.0796,wsqqtmdg7,通河街 / 通河街2巷(南側),"Tonghe St. & Ln. 2, Tonghe St."
TPE500104090,500104090,TPE,50,2,2025-05-27T10:39:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社子國小_1,YouBike2.0_SheZi Elementary School,121.50189,25.09029,wsqqszdcx,延平北路六段/社中街(社子國小對面跨提便道橋下),"Sec. 6, Yanping N. Rd./Shezhong St. Intersection (South)"
TPE500104091,500104091,TPE,70,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運劍潭站(1號出口),YouBike2.0_MRT Jianta Sta. (Exit 1),121.52531,25.08577,wsqqtqsp0,捷運劍潭站(1號出口)北側,MRT Jianta Sta. (Exit 1) (North)
TPE500104092,500104092,TPE,12,2,2025-05-27T10:08:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_德行東山路口,YouBike2.0_Dexing Rd. & Dongshan Rd. Intersection,121.53999,25.1107,wsqqveq8r,德行東路/東山路(西北側),Dexing E. Rd. & Dongshan Rd. Intersection (Northwest)
TPE500104094,500104094,TPE,12,2,2025-05-27T10:41:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_重慶北通河西街口,YouBike2.0_Chongqing N. Rd. & Tonghe W. St. Intersection,121.51177,25.08756,wsqqtp41t,重慶北路四段276號(前),"No. 276, Sec. 4, Chongqing N. Rd."
TPE500104095,500104095,TPE,25,2,2025-05-27T10:37:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_葫蘆國小(延平北路五段285巷),"YouBike2.0_Hulu Elementary School (Ln. 285, Sec. 5, Yanping N. Rd.)",121.5067,25.08406,wsqqsyqmp,環河北路三段/延平北路五段285巷,"Sec. 3, Huanhe N. Rd. & Ln. 285, Sec. 5, Yanping N. Rd. Intersection"
TPE500104096,500104096,TPE,15,2,2025-05-27T10:29:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_社子市場,YouBike2.0_Shezi Market,121.50873,25.0881,wsqqszpuy,延平北路六段67號旁,"No. 67, Sec. 6, Yanping N. Rd."
TPE500104097,500104097,TPE,8,2,2025-05-27T09:56:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_士林區農會社子分部,YouBike2.0_Shilin District Farmers' Association (Shezi St.),121.5049,25.08912,wsqqszm4t,社子街162號旁,"No. 162, Shezi St."
TPE500104098,500104098,TPE,19,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_承德劍潭路口,YouBike2.0_Chengde Rd. & Jiantan Rd. Intersection,121.52341,25.0841,wsqqtq6tk,承德路四段與劍潭路口西側,"Sec. 4, Chengde Rd. & Jiantan Rd. Intersection (West)"
TPE500104099,500104099,TPE,17,2,2025-05-27T10:28:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_文林路101巷口,"YouBike2.0_Ln. 101, Wenlin Rd.",121.52608,25.08761,wsqqtrh9f,文林路100號前,"No. 100, Wenlin Rd."
TPE500104100,500104100,TPE,11,2,2025-05-27T10:21:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_延平北路五段257巷15弄口,"YouBike2.0_Aly. 15, Ln. 257, Sec. 5, Yanping N. Rd.",121.50959,25.08408,wsqqtn2t6,葫蘆街184號對側,"No. 184, Hulu St."
TPE500104101,500104101,TPE,15,2,2025-05-27T10:44:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_延平北路五段257巷4弄口,"YouBike2.0_Aly. 4, Ln. 257, Sec. 5, Yanping N. Rd.",121.5089,25.08471,wsqqtn814,延平北路五段257巷17號前,"No. 17, Ln. 257, Sec. 5, Yanping N. Rd."
TPE500104102,500104102,TPE,16,2,2025-05-27T09:55:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_啟明學校,YouBike2.0_Taipei School For The Visually Impaired,121.53472,25.11742,wsqqvs6zs,忠誠路二段200號(新光三越天母店)對側,"No. 200, Sec. 2, Zhongcheng Rd. (Opposite)"
TPE500104103,500104103,TPE,14,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_中山福國路口,YouBike2.0_Zhongshan N. Rd. & Fuguo Rd. Intersection,121.52561,25.10203,wsqqv3sjz,中山北路五段837號前,"No. 837, Sec. 5, Zhongshan N. Rd."
TPE500104104,500104104,TPE,14,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_德行公園,YouBike2.0_Dexing Park,121.52376,25.10585,wsqqv66uh,德行西路33號對側,"No. 33, Dexing W. Rd. (Opposite)"
