StationUID,StationID,AuthorityID,BikesCapacity,ServiceType,SrcUpdateTime,UpdateTime,sna,StationName_En,longitude,latitude,GeoHash,StationAddress_Zh_tw,StationAddress_En
TPE500108115,500108115,TPE,25,2,2025-05-27T09:55:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_民權東路六段413巷,"YouBike2.0_Ln. 413, Sec. 6, Minquan E. Rd.",121.60352,25.07038,wsqqx5uvx,民權東路六段409號前,"No. 409, Sec. 6, Minquan E. Rd."
TPE500108116,500108116,TPE,16,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_宏匯瑞光廣場(瑞光路),YouBike2.0_Honhui Ruiguang Plaza (Ruiguang Rd.),121.57433,25.07676,wsqqwmpdx,瑞光路353號前(瑞光路側人行道),"No. 353, Ruiguang Rd. (Ruiguang Rd.)"
TPE500108117,500108117,TPE,20,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_宏匯瑞光廣場(港墘路),YouBike2.0_Honhui Ruiguang Plaza (Gangqian Rd.),121.57562,25.07777,wsqqwt28t,瑞光路355號前(港墘路側人行道),"No. 353, Ruiguang Rd. (Gangqian Rd.)"
TPE500108118,500108118,TPE,24,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_康樂街151巷,"YouBike2.0_Ln. 151, Kangle St.",121.61955,25.07192,wsqqxs0ws,康樂街151巷/康樂街,"Ln. 151, Kangle St. & Kangle St. Intersection"
TPE500108119,500108119,TPE,15,2,2025-05-27T10:26:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖路一段360巷,"YouBike2.0_Ln. 360, Sec. 1, Neihu Rd.",121.57067,25.0812,wsqqwmvh9,內湖路一段358號,"No. 358, Sec. 1, Neihu Rd."
TPE500108120,500108120,TPE,17,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_成功路三段83號前,"YouBike2.0_No. 83, Sec. 3, Chenggong Rd.",121.5898,25.07823,wsqqwv6gr,成功路三段83號前,"No. 83, Sec. 3, Chenggong Rd."
TPE500108121,500108121,TPE,22,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖路一段47巷,"YouBike2.0_Ln. 47, Sec. 1, Neihu Rd.",121.55872,25.08781,wsqqwph75,內湖路一段47巷/內湖路一段47巷22弄,"Ln. 47, Sec. 1, Neihu Rd. & Aly. 22, Ln. 47, Sec. 1, Neihu Rd. Intersection"
TPE500108122,500108122,TPE,20,2,2025-05-27T10:11:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_陽光舊宗路口,YouBike2.0_Yangguang St. & Jiuzong Rd. Intersection,121.57416,25.07243,wsqqwkr97,陽光街/舊宗路二段,"Yangguang St. & Sec. 2, Jiuzong Rd. Intersection"
TPE500108123,500108123,TPE,15,2,2025-05-27T10:35:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_安湖公園,YouBike2.0_Anhu Park,121.61545,25.07392,wsqqxktdj,東湖路113巷95弄/康寧路三段75巷,"Aly. 95, Ln. 113, Donghu Rd. & Ln. 75, Sec. 3, Kangning Rd. Intersection"
TPE500108124,500108124,TPE,16,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_湖興公園,YouBike2.0_Huxing Park,121.58913,25.06671,wsqqwg680,成功路二段250巷23弄/成功路二段312巷,"Aly. 23, Ln. 250, Sec. 2, Chenggong Rd. & Ln. 312, Sec. 2, Chenggong Rd. Intersection"
TPE500108126,500108126,TPE,21,2,2025-05-27T08:12:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_安泰街(康樂橋下),YouBike2.0_Antai St.(Kangle Bridge),121.61666,25.07849,wsqqxmqsc,安泰街(康樂橋下),Antai St.(Kangle Bridge)
TPE500108127,500108127,TPE,20,2,2025-05-27T09:05:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_康樂綠地,YouBike2.0_Kangle Greens,121.6203,25.07539,wsqqxsc4w,康樂街191巷/康樂街,"Ln. 191, Kangle St. &  Kangle St. Intersection"
TPE500108128,500108128,TPE,23,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運港墘站(1號出口),YouBike2.0_MRT Gangqian Sta. (Exit 1),121.57568,25.08004,wsqqwt8ty,內湖路一段663號前,"No. 663, Sec. 1, Neihu Rd."
TPE500108129,500108129,TPE,16,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_明美公園(行善路333巷),"YouBike2.0_Mingmei Park (Ln. 333, Xingshan Rd.)",121.5866,25.06058,wsqqwf0sm,行善路333巷92號前,"No. 92, Ln. 333, Xingshan Rd."
TPE500108131,500108131,TPE,25,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_舊宗新湖三路口,YouBike2.0_Jiuzong Rd. & Xinhu 3rd Rd. Intersection,121.57681,25.06321,wsqqwd9ec,舊宗路一段/新湖三路(南側),"Sec. 1, Jiuzong Rd. & Xinhu 3rd Rd. Intersection (South)"
TPE500108132,500108132,TPE,25,2,2025-05-27T10:00:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖運動公園,YouBike2.0_Neihu Sports Park,121.57513,25.06745,wsqqwe2k3,民權東路六段11巷/舊宗路二段,"Sec. 2, Jiuzong Rd. & Ln. 11, Sec. 6, Minquan E. Rd. Intersection"
TPE500108133,500108133,TPE,20,2,2025-05-27T10:44:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖路三段326巷口,"YouBike2.0_Ln. 326, Sec. 3, Neihu Rd.",121.58352,25.08968,wsqqwxqmv,內湖路三段326巷/內湖路三段,"Ln. 326, Sec. 3, Neihu Rd. & Sec. 3, Neihu Rd. Intersection"
TPE500108134,500108134,TPE,11,2,2025-05-27T06:53:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_成功公園,YouBike2.0_Chengong Park,121.59665,25.08416,wsqqwyrvz,成功路四段223巷/成功路四段223巷6弄,"Ln. 223, Sec. 4, Chenggong Rd. & Aly. 6, Ln. 223, Sec. 4, Chenggong Rd. Intersection"
TPE500108135,500108135,TPE,14,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_康寧路三段189巷93弄口,"YouBike2.0_Aly. 93, Ln. 189, Sec. 3, Kangning Rd.",121.61258,25.0735,wsqqxk7xd,康寧路三段189巷/康寧路三段189巷93弄,"Ln. 189, Sec. 3, Kangning Rd. & Aly. 93, Ln. 189, Sec. 3, Kangning Rd. Intersection"
TPE500108136,500108136,TPE,16,2,2025-05-27T10:44:14+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_中國醫藥大學附設醫院臺北分院,YouBike2.0_China Medical University Hospital (Taipei Branch),121.5909,25.08227,wsqqwy5fc,內湖路二段368號對側,"No. 368, Sec. 2, Neihu Rd. (Opposite)"
TPE500108137,500108137,TPE,25,2,2025-05-27T10:21:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_康樂抽水站,YouBike2.0_Kangle Pumping Station,121.61732,25.06643,wsqqx7pn8,東湖路160巷23號,"No. 23, Ln. 160, Donghu Rd."
TPE500108138,500108138,TPE,21,2,2025-05-27T10:03:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_環山路三段16巷口,"YouBike2.0_Ln. 16, Sec. 3, Huanshan Rd.",121.57945,25.08464,wsqqwwe2w,環山路三段/環山路三段16巷口(東南側),"Sec. 3, Huanshan Rd. & Ln. 16, Sec. 3, Huanshan Rd. Intersection (Southeast)"
TPE500108139,500108139,TPE,15,2,2025-05-27T10:31:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_文德一號綠地,YouBike2.0_Wende Green No.1,121.58302,25.0786,wsqqwtqj3,內湖區文德路91號旁,"No. 91, Wende Rd."
TPE500108140,500108140,TPE,30,2,2025-05-27T10:34:14+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_臺北花市,YouBike2.0_Taipei Flowers Auction,121.57427,25.06265,wsqqw6x8t,新湖三路28號前人行道,"No. 28, Xinhu 3rd Rd."
TPE500108141,500108141,TPE,23,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_行善社會住宅,YouBike2.0_Xingshan Social Housing,121.58201,25.06126,wsqqwdm26,行愛路與新湖一路口西南側,Xing'ai Rd. & Xinhu 1st Rd. Intersection (Southwest)
TPE500108142,500108142,TPE,15,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_康寧路三段99巷17弄口,"YouBike2.0_Aly. 17, Ln. 99, Sec. 3, Kangning Rd.",121.60991,25.0721,wsqqxk1xs,康寧路三段99巷19號對側,"No. 19, Ln. 99, Sec. 3, Kangning Rd. (Opposite)"
TPE500108143,500108143,TPE,15,2,2025-05-27T10:17:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_堤頂大道二段407巷口,"YouBike2.0_Ln. 407, Sec. 2, Tiding Blvd.",121.56316,25.08019,wsqqwjxwd,堤頂大道二段405號前,"No. 405, Sec. 2, Tiding Blvd."
TPE500108144,500108144,TPE,12,2,2025-05-27T09:43:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_海德堡科技大樓,YouBike2.0_Heidelberg Science & Technology Building,121.56227,25.08156,wsqqwjyyw,堤頂大道二段473號前,"No. 473, Sec. 2, Tiding Blvd."
TPE500108145,500108145,TPE,17,2,2025-05-27T10:37:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_致伸科技大樓,YouBike2.0_Primax Headquarters Building,121.5656,25.08067,wsqqwmc37,瑞光路669號旁,"No. 669, Ruiguang Rd."
TPE500108146,500108146,TPE,20,2,2025-05-27T10:32:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖路一段288巷口,"YouBike2.0_Ln. 288, Sec. 1, Neihu Rd.",121.56861,25.08202,wsqqwq593,內湖路一段290號前,"No. 290, Sec. 1, Neihu Rd."
TPE500108147,500108147,TPE,25,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_大都會客運內湖站,YouBike2.0_Mtc Bus (Neihu),121.57784,25.06749,wsqqwe6k9,民權東路六段11巷25號對側,"No. 25, Ln. 11, Sec. 6, Minquan E. Rd. (Opposite)"
TPE500108148,500108148,TPE,15,2,2025-05-27T10:23:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_瑞湖公園,YouBike2.0_Ruihu Park,121.57711,25.06888,wsqqwe9sz,民權東路六段15巷/民權東路六段19巷,"Aly. 15, Sec. 6, Minquan E. Rd. & Aly. 19, Sec. 6, Minquan E. Rd. Intersection"
TPE500108150,500108150,TPE,16,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_台灣世曦大樓,"YouBike2.0_CECI Engineering Consultants, Inc.",121.57848,25.07345,wsqqws6xr,陽光街323號,"No. 323, Yangguang St."
TPE500108151,500108151,TPE,14,2,2025-05-27T10:39:15+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_遠雄時代總部,YouBike2.0_Farglory Group,121.57103,25.07821,wsqqwmm74,瑞光路423號,"No. 423, Yangguang St."
TPE500108152,500108152,TPE,14,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_瑞光路358巷口,"YouBike2.0_Ln. 358, Ruiguang Rd.",121.5727,25.07733,wsqqwmnw1,瑞光路/瑞光路358巷,"Ruiguang Rd. & Ln. 358, Ruiguang Rd. Intersection"
TPE500108153,500108153,TPE,18,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_大港墘公園(洲子街),YouBike2.0_Dagangqian Park (Zhouzi St.),121.5737,25.07897,wsqqwmrr8,洲子街/瑞光路393巷,"Zhouzi St. & Ln. 393, Ruiguang Rd. Intersection"
TPE500108154,500108154,TPE,16,2,2025-05-27T10:43:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_世紀經貿,YouBike2.0_Century Trade Building,121.57361,25.08049,wsqqwmz0q,內湖路一段396號,"No. 396, Sec. 1, Neihu Rd."
TPE500108156,500108156,TPE,25,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_民權東路六段56巷口,"YouBike2.0_Ln. 56, Sec. 6, Minquan E. Rd.",121.58488,25.06805,wsqqwerrv,民權東路六段56巷7號對側,"No. 7, Ln. 56, Sec. 6, Minquan E. Rd. (Opposite)"
TPE500108157,500108157,TPE,18,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_新湖三行忠路72巷口,"YouBike2.0_Xinhu 3rd Rd. & Ln. 146, Xinhu 2nd Rd. Intersection",121.58206,25.06605,wsqqwejk7,新湖三路/行忠路72巷,"No. 122、124, Xinhu 3rd Rd. (Opposite)"
TPE500108158,500108158,TPE,25,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_新湖三新湖二146巷口,"YouBike2.0_Xinhu 3rd Rd. & Ln. 146, Xinhu 2nd Rd. Intersection",121.57787,25.06407,wsqqwdf2c,新湖三路122、124號對側,"No. 122、124, Xinhu 3rd Rd. (Opposite)"
TPE500108159,500108159,TPE,25,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_舊宗新湖二路口,YouBike2.0_Jiuzong Rd. & Xinhu 2nd Rd. Intersection,121.57811,25.06151,wsqqwd63z,舊宗路一段/新湖二路(南側),"Sec. 1, Jiuzong Rd. & Xinhu 2nd Rd. Intersection (South)"
TPE500108160,500108160,TPE,19,2,2025-05-27T10:39:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_新光基湖大樓,YouBike2.0_Shinkong Jihu Building,121.56489,25.08152,wsqqwmby7,基湖路12號,"No. 12, Jihu Rd."
TPE500108161,500108161,TPE,32,2,2025-05-27T10:37:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖路一段120巷15弄,"YouBike2.0_Aly. 15, Ln. 120, Sec. 1, Neihu Rd.",121.56298,25.08203,wsqqwnp3q,內湖路一段120巷15弄8號對側,"No. 8, Aly. 15, Ln. 120, Sec. 1, Neihu Rd. (Opposite)"
TPE500108162,500108162,TPE,21,2,2025-05-27T09:12:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_北勢湖環保公園(堤頂大道側),YouBike2.0_Beishihu Environmental Protection Park,121.56154,25.08318,wsqqwnq2j,堤頂大道二段501號前,"No. 501, Sec. 2, Tiding Blvd."
TPE500108164,500108164,TPE,15,2,2025-05-27T10:27:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_達爾文大樓,YouBike2.0_Darwin Building,121.57277,25.07941,wsqqwmwd4,洲子街61號,"No. 61, Zhouzi St."
TPE500108165,500108165,TPE,28,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_東湖四號公園,YouBike2.0_Donghu Park No.4,121.61803,25.07074,wsqqx7zx9,康樂街110巷21號對側,"No. 21, Ln. 110, Kangle St. (Opposite)"
TPE500108166,500108166,TPE,13,2,2025-05-27T10:43:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_加瑪科技中心,YouBike2.0_Gamma Technology center,121.5705,25.08035,wsqqwmszt,內湖路一段360巷17-19號,"No. 17-19, Ln. 360, Sec. 1, Neihu Rd."
TPE500108167,500108167,TPE,14,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_福壽公園,YouBike2.0_Fushou Park,121.59625,25.07983,wsqqwvxst,星雲街156號對側,"No. 156, Xingyun St."
TPE500108168,500108168,TPE,20,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運西湖站(1號出口)內湖路側,YouBike2.0_MRT Xihu Sta. (Exit 1) (Neihu Rd.),121.56709,25.08227,wsqqwq46y,內湖區內湖路一段289號,"No. 289, Sec. 1, Neihu Rd."
TPE500108169,500108169,TPE,25,2,2025-05-27T09:51:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_威剛科技總部,YouBike2.0_ADATA Technology,121.60033,25.06153,wsqqx469v,潭美街537號前,"No. 537, Tanmei St."
TPE500108170,500108170,TPE,15,2,2025-05-27T10:38:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_太陽科技廣場,YouBike2.0_Sun Technology Plaza,121.56161,25.08514,wsqqwnw7w,內湖路一段91巷16號對側,"No. 16, Ln. 91, Sec. 1, Neihu Rd. (Opposite)"
TPE500108171,500108171,TPE,20,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_瑞光路316巷,"YouBike2.0_Ln. 316, Ruiguang Rd.",121.57341,25.07567,wsqqwkzh3,瑞光路316巷35號,"No. 35, Ln. 316, Ruiguang Rd."
TPE500108172,500108172,TPE,15,2,2025-05-27T10:02:18+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_文德路220巷口,"YouBike2.0_Ln. 220, WenDe Rd.",121.58796,25.07862,wsqqwv3ts,文德路與文德路220巷口西南側,"WenDe Rd. & Ln. 220, WenDe Rd. Intersection (Southwest)"
TPE500108173,500108173,TPE,15,2,2025-05-27T09:13:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_長壽抽水站,YouBike2.0_ChangShou Pumping Station,121.59662,25.06099,wsqqwfpyy,安美街38號前方,"No. 38, AnMei St."
TPE500108174,500108174,TPE,20,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運葫洲站(2號出口),YouBike2.0_MRT Huzhou Sta. (Exit 2),121.60692,25.07264,wsqqxhr6w,康寧路三段16巷6號斜對面,"No. 6, Ln. 16, Sec. 3, KangNing Rd. (Opposite)"
TPE500108175,500108175,TPE,16,2,2025-05-27T10:42:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_五分埤,YouBike2.0_WuFenPi,121.62257,25.07595,wsqqxsfvg,康樂街201巷25-35號對側,"No. 25-35, Ln. 201, KangLe St."
TPE500108176,500108176,TPE,18,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_環山路三段1巷(麗山高中),"YouBike2.0_Ln. 1, Sec. 3, HuanShan Rd. (Lishan Senior High School)",121.57876,25.08438,wsqqww6zn,環山路三段15號對面,"No. 15, Sec. 3, HuanShan Rd. (Opposite)"
TPE500108177,500108177,TPE,29,2,2025-05-27T08:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_潭美公園(南京東路六段482號),"YouBike2.0_TanMei Park (No. 482, Sec. 6, NanJing E. Rd.)",121.58898,25.06092,wsqqwf4qk,南京東路六段482號,"No. 482, Sec. 6, NanJing E. Rd."
TPE500108178,500108178,TPE,22,2,2025-05-27T10:47:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_美善公園,YouBike2.0_MeiShan Park,121.57861,25.05703,wsqqw96zf,行善路59巷40弄20號對側,"No. 20, Aly. 40, Ln. 59, XingShan Rd. (Opposite)"
TPE500108179,500108179,TPE,26,2,2025-05-27T10:30:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_潭美公園(新明路298巷),"YouBike2.0_TanMei Park (Ln. 298, XinMing Rd.)",121.58173,25.05698,wsqqw9mp7,南京東路六段242號對側,"No. 242, Sec. 6, NanJing E. Rd. (Opposite)"
TPE500108181,500108181,TPE,22,2,2025-05-27T10:32:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_麗山國小(內湖路一段411巷),"YouBike2.0_LisHan Elementary School (Ln. 411, Sec. 1, NeiHu Rd.)",121.57189,25.08389,wsqqwqmuq,內湖路一段411巷/港華街,"Ln. 411, Sec. 1, NeiHu Rd. & GangHua St. Intersection"
TPE500108182,500108182,TPE,26,2,2025-05-27T10:41:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_行善路417巷,"YouBike2.0_Ln. ˋ417, Xingshan Rd.",121.58654,25.06468,wsqqwfbs7,行善路417巷30號對側,"No. 30, Ln. 417, Xingshan Rd. (Opposite)"
TPE500108183,500108183,TPE,26,2,2025-05-27T08:40:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_明湖國小(康寧路三段165巷23弄),"YouBike2.0_Ming Hu Elementary School (Aly. 23, Ln. 165, Sec. 3, KangNing Rd.)",121.61177,25.07165,wsqqxk4uz,康寧路三段165巷23弄7號前,"No. 7, Aly. 23, Ln. 165, Sec. 3, KangNing Rd."
TPE500108184,500108184,TPE,20,2,2025-05-27T10:23:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_康寧路三段70巷153號,"YouBike2.0_No. 153, Ln. 70, Sec. 3, KangNing Rd.",121.60803,25.06658,wsqqx70r2,康寧路三段70巷153號對側,"No. 153, Ln. 70, Sec. 3, KangNing Rd. (Opposite)"
TPE500108185,500108185,TPE,15,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_東湖立體停車場,YouBike2.0_Donghu Parking Lot,121.6122,25.0692,wsqqx7eq9,東湖路1號,"No. 1, DongHu Rd."
TPE500108186,500108186,TPE,30,2,2025-05-27T09:42:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_明美公園(南京東路六段451巷口),"YouBike2.0_Mingmei Park (Ln. 451, Sec. 6, NanJing E. Rd.)",121.58757,25.06082,wsqqwf1mg,南京東路六段461號對面,"No. 461, Sec. 6, NanJing E. Rd. (Opposite)"
TPE500108187,500108187,TPE,18,2,2025-05-27T10:27:15+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_文德路66巷14弄,"YouBike2.0_Aly. 14, Ln. 66, WenDe Rd.",121.58096,25.07712,wsqqwthsc,文德路66巷14弄16號,"No. 16, Aly. 14, Ln. 66, WenDe Rd."
TPE500108188,500108188,TPE,30,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運東湖站(3號出口),YouBike2.0_MRT Donghu Sta. (Exit 3),121.61194,25.06701,wsqqx771g,康寧路三段245巷2號對側,"No. 2, Ln. 245, Sec. 3, KangNing Rd. (Opposite)"
TPE500108189,500108189,TPE,24,2,2025-05-27T10:41:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運大湖公園站(1號出口),YouBike2.0_MRT Dahu Park Sta. (Exit 1),121.60253,25.08383,wsqqxnk7b,捷運大湖公園站(1號出口)外側,MRT Dahu Park Sta. (Exit 1)
TPE500108190,500108190,TPE,20,2,2025-05-27T10:40:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖路一段1巷口,"YouBike2.0_Ln. 1, Sec. 1, NeiHu Rd.",121.558,25.08533,wsqqwneud,內湖路一段1巷1號,"No. 1, Ln. 1, Sec. 1, NeiHu Rd."
TPE500108191,500108191,TPE,28,2,2025-05-27T10:25:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_環山路一段136巷口,"YouBike2.0_Ln. 136, Sec. 1, HuanShan Rd.",121.56928,25.08645,wsqqwqu51,環山路一段136巷1號,"No. 1, Ln. 136, Sec. 1, HuanShan Rd."
TPE500108192,500108192,TPE,25,2,2025-05-27T09:14:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_上灣公園,YouBike2.0_Shangwan Park,121.59778,25.06572,wsqqx50f3,民權東路六段210巷45號旁,"No. 45, Ln. 210, Sec. 6, MinQuan E. Rd."
TPE500108193,500108193,TPE,21,2,2025-05-27T10:48:04+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_湖興公園(成功路),YouBike2.0_Huxing Park (ChengGong Rd.),121.59048,25.06703,wsqqwg76p,成功路二段276號旁,"No. 276, Sec. 2, ChengGong Rd."
TPE500108194,500108194,TPE,21,2,2025-05-27T10:46:14+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_文德三號公園(文德路),YouBike2.0_WenDe Park No. 3 (WenDe Rd.),121.58076,25.07834,wsqqwtk7v,文德路50號旁公園,"No. 50, WenDe Rd."
TPE500108195,500108195,TPE,18,2,2025-05-27T09:59:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_康寧路一段218巷2弄口,"YouBike2.0_Aly. 2, Ln. 218, Sec. 1, KangNing Rd.",121.59652,25.07837,wsqqwvruh,康寧路一段242號前,"No. 242, Sec. 1, KangNing Rd."
TPE500108196,500108196,TPE,16,2,2025-05-27T10:10:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_星雲街210巷口,"YouBike2.0_Ln. 210, XingYun St.",121.59793,25.07966,wsqqxj8gt,星雲街210巷26號對面,"No. 26, Ln. 210, Xingyun St.(Opposite)"
TPE500108197,500108197,TPE,20,2,2025-05-27T10:17:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_成功路二段406巷口,"YouBike2.0_Ln. 406, Sec. 2, ChengGong Rd.",121.59,25.07077,wsqqwggpu,成功路二段390號(前),"No. 390, Sec. 2, ChengGong Rd."
TPE500108199,500108199,TPE,20,2,2025-05-27T10:37:15+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_捷運東湖站(2號出口),YouBike2.0_MRT Donghu Sta. (Exit 2),121.61163,25.06769,wsqqx76vu,康寧路三段/五分街口西側,"Sec. 3, KangNing Rd. & WuFen St. Intersection (West)"
TPE500108200,500108200,TPE,21,2,2025-05-27T10:45:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_民權東路六段280巷155弄口,"YouBike2.0_Aly. 155, Ln. 280, Sec. 6, MinQuan E. Rd.",121.60884,25.06865,wsqqx78g7,民權東路六段280巷155弄5號 對側,"No. 5, Aly. 155, Ln. 280, Sec. 6, MinQuan E. Rd. (Opposite)"
TPE500108201,500108201,TPE,23,2,2025-05-27T10:44:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_將軍嶺,YouBike2.0_Jiangjun Ling,121.5901,25.07457,wsqqwuejy,成功路二段371號,"No. 371, Sec. 2, ChengGong Rd."
TPE500108202,500108202,TPE,18,2,2025-05-27T10:20:01+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_文湖街21巷82弄口,"YouBike2.0_Aly. 82, Ln. 21, WenHu St.",121.56036,25.08899,wsqqwpm9c,文湖街21巷84號,"No. 84, Ln. 21, WenHu St."
TPE500108203,500108203,TPE,25,2,2025-05-27T10:28:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_西湖公園(內湖路一段387巷),"YouBike2.0_Xihu Park (Ln. 387, Sec. 1, NeiHu Rd.)",121.57066,25.08409,wsqqwqmj3,內湖路一段411巷68號對側,"No. 68, Ln. 411, Sec. 1, NeiHu Rd. (Opposite)"
TPE500108204,500108204,TPE,28,2,2025-05-27T10:46:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_國立臺灣戲曲學院(內湖校區),YouBike2.0_TCPA (NeiHu District),121.58609,25.08107,wsqqwvb7c,內湖路二段175號,"No. 175, Sec. 2, NeiHu Rd."
TPE500108205,500108205,TPE,19,2,2025-05-27T10:30:03+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_內湖路一段285巷65弄,"YouBike2.0_Aly. 65, Ln. 285, Sec. 1, NeiHu Rd.",121.56912,25.08443,wsqqwq7zm,內湖路一段285巷65弄40號斜對側,"No. 40, Aly. 65, Ln. 285, Sec. 1, NeiHu Rd. (Opposite)"
TPE500108206,500108206,TPE,21,2,2025-05-27T10:41:02+08:00,2025-05-27T10:48:31+08:00,YouBike2.0_西湖國中,YouBike2.0_Xihu Experimental Junior High School,121.56577,25.08466,wsqqwq92x,環山路一段27號,"No. 27, Sec. 1, HuanShan Rd."
